,Reviews,Sentiment,Sentiment_Type
989,"`` flight tokyo , separated wife even though honeymoon . thanks . return felt like 12 hour easyjet flight . one meal one half meal . limited drink . small seat . 'm 5 foot 9 knee touched seat front . , mediocre . `` ; ;",-1,Negative
990,"`` london vancouver . check agent helpful searching seat option . smooth process . disappointment receptionist gallery lounge t3 rude unhelpful . redeemed board . crew excellent throughout flight best british airway tradition - friendly , helpful attentive . food great par economy airline . wine better many airline . aircraft clean reasonably well maintained older 747-400. ife selection good . `` ; ;",1,Positive
991,"`` first class zone heathrow t5 concorde lounge good . service board excellent direction . cabin layout unimpressive food nothing write home . screen small , poor resolution . enjoyed flight direction , mainly service . first compare well middle eastern asian airline , ba business class poor , either fly economy ( lucky ) try fly first . `` ; ;",1,Positive
992,`` miserable experience first class london chicago . requested special meal available . complained customer relation simply said bad insulted offering 10 k mile . bathroom lacked amenity found service barebones . angled suite private stretched foot hit metal band middle foot rest . video screen small must stowed away 20 min landing . cabin crew never asked wanted available press call button . flight entertainment poor . `` ; ;,-1,Negative
993,`` leeds bradford la vega via heathrow . customer service handling question never answered . three time asked explain cost one checked bag caused fare increase £100 outbound flight . increase increase announced short lba lhr fare . asked fare much could booked seat bag £50 . response everyone else . never could explain fare increased £100 indicated one checked bag . asked speak someone never responded . book lhr la time one bag included . customer service apparently understand asking answer provided non-responsive . `` ; ;,-1,Negative
994,"`` dallas london heathrow first class . worst experience flight . crew indifferent unresponsive , treated like nuisance . even le service called first class crew get tourist class airline . attitude service crew abysmal . average food wine offer rather outdated cabin first class , least prioritize service competitive advantage full paying customer . nothing waste money . doubt much go back british airway . `` ; ;",-1,Negative
995,"`` tenerife heathrow . effectively budget airline masquerading premium airline price . flown several budget airline past offered far term value money service . seat rigid felt leaning forward majority flight . tried put seat back recline , estimate moved around 5 degree . leg room also non existent . & food ran halfway 5 hour flight although cabin crew apologetic , food run lunchtime flight inexcusable highlight badly airline managed upper echelon . furthermore , several budget airline airport flight leaving directly terminal requiring bussing passenger . ba move save money opt bussing passenger far reach airport avoid paying extra charge utilising direct access airport terminal . ca n't fault staff onboard clearly dedicated ba brand . professional , friendly courteous . 's clear british airway airline hope passenger begin vote foot drastic change needed bring airline back former glory . `` ; ;",1,Positive
996,"`` heathrow larnaca - departed time , flight nearly full . & food available passenger ran cabin crew half way aisle . larnaca heathrow - two message received larnaca airport - flight would delayed hour-departure supposed 7.15 pm took nearer 9 pm . second message food served flight , `` recognise meet standard expect u '' . flight 5 hour long-so combination delayed departure food available board totally unacceptable - worse budget airline . midnight arrival heathrow compounded loading cargo passenger `` balance problem '' . addition incorrectly charged eur 75 return leg case - clearly case travlled cyprus system identified extra baggage . cattle class rated description service offered customer . saving grace cabin crew-particularly customer service manager-who promised follow baggage issue logged complaint . take age resolve helpful pleasant throughout . british airway offer poor product expect people keep flying beyond . `` ; ;",-1,Negative
997,"`` los angeles london . enjoyable comfortable flight new recliner seat set 787. ba raised game provides superior seat make relaxed flight . travelling solo retractable divider give privacy neighbour . problem 2x3x2 layout one many seat across , leaf two narrow gangway ; aisle seat `` turn right '' section business class constantly whacked unintentionally ( ? ) economy section passenger carry-ons boarding . food drink excellent , course served separately wine bottle frequently produced flight attendant gave great service passenger . entertainment choice also excellent film choice everyone . thanks also two people u forget - flight crew got u safely heathrow 15 minute early put plane gently hardly noticed arrived ! well done ba providing good product service . `` ; ;",1,Positive
998,"`` london phoenix , ba289 yesterday . plane supposed land 1835. however , landed 1940. missed connecting flight ontario , california aboard american airline . time able go custom pick luggage , already 2030. flight departs 2037. went ground crew american airline , told able make connecting flight already runway . directed british airway . went ground attendant british airway told go back american airline get booked . went back american airline told back british airway since one caused delay . went back british airway american airline supervisor . british airway attendant gave card customer service number told call morning . offer explanation anything . american airline said booked tomorrow morning offer accommodation . ended getting car rental drove phoenix california middle night since able resolve issue airline . `` ; ;",-1,Negative
999,"`` san francisco london . paying £4000 flight cancel , would n't allow change date change name , would n't give avios point wont flight . `` ; ;",-1,Negative
1000,"`` rome london . one best european airline travel short haul flight . online website clear easy use . check-in procedure smooth . gate close shopping area . boarding flight well organised quick airbridge . negative aspect need pay drink , n't serve anything free european route . `` ; ;",1,Positive
1001,"`` cologne gatwick economy class silver status ba card . online check-in available . ba website suggests passenger arrive airport 3 hour flight departure airport check-in ( available option ) start 2 hour departure . lounge available ( lounge terminal open airline customer , except ba ) . priority boarding business elite level passenger . boarding plane bus . even free water board economy . `` ; ;",-1,Negative
1002,"`` tampa gatwick . paid seat bumped business class got airport would n't let flight someone side messed booked seat , instead honoring seat sat hour telling ca n't anything ca n't get plane . waited till last second check period closed reissue ticket wo n't reimburse seat paid , never received . `` ; ;",-1,Negative
1003,"`` london heathrow madrid . travel lhr regularly . british airway proved reliable service good quality . frequent traveler , 've able use priority boarding also managed get exit row seat . airline good providing tangible benefit silver member . lounge heathrow terminal 5 also good provides good selection food refreshment . bar well stocked also good selection soft drink available . 'm happy airline service would definitely recommend british airway . keep guy . `` ; ;",1,Positive
1004,"`` gatwick st lucia return . recently returned two week holiday wife caribbean 60th birthday celebration . ticket bought august 2018 decided spoil club class return , flown premium economy . arrived airport told 'd downgraded premium economy due overbooking . apologetic ground staff ( defending indefensible ) apology plane . fuming way back london , exacerbated hopeless cabin staff service ( tea asked coffee ) filthy food . complained return ba exec club webiste response customer service 10 day later . ba claim overbooking rare occurrence gave lukewarm apology . evidence ground staff journey contradicts seems standard occurrence peak season . booked early probably relatively cheap seat . ba presumably made money selling ticket higher bidder . general quality ba service , food wine fallen dramatically last year . ba effectively low cost airline , flying fleet tired aircraft , trying preserve gloss quality airline . accountant may win short term passenger vote foot . avoid airline possible . final insult booking premium seat ba get charge £40 pre reserve club £70 premium economy . ba , laugh flying public . performance n't deserve stay business . `` ; ;",-1,Negative
1005,"`` 's many year since flew long haul british airway pleasantly surprised recent flight . ba staff used offhand inhospitable 's changed . time arriving london heathrow t5 staff really friendly helpful . similarly flight , attendant could n't enough . requested tomato juice worcester sauce , attendant made special trip rear get . way back asked tonic water , , offered go get . seating newer plane allows knee room , even though 'm 6ft 3ins headrest slid high enough . entertainment system , though little quirky operation menu system compared slickness cathay pacific , nevertheless good range movie tv watch . flight ended arriving time , despite delay heathrow way , pilot kept u cheerfully informed going . food quality reasonable , standard cathay pacific , rather let filled croissant breakfast thought bit mean . overall pleasant flight , thanks ba . competition hotting ba try harder ? `` ; ;",1,Positive
1006,"`` london heathrow / pisa return . wife fly route 3-4 time year home tuscany . sometimes pay long advance get decent price , pay using avios . return trip latter . . miserable rip business class seat world . seen last minute flight route high £700 return . ba ashamed . reason fly product get business class lounge direction . seating front plane speedy exit . new meal quite good free ( really free ? ) booze . seat biggest con . three seat two - dumb table middle . unless front row leg room disaster . way nice tomato mozzarella salad + wine . way back - ploughman 's lunch , okay-ish . 60 year old businessman , one worked globally career u , japan middle east - sold business year ago , one largest plcs country - think know bit running company . know could lot better current board ba . last week away , read ba posted well excess one billion profit last year . oh , surprise 's clear objective director . would club europe ? 'd make best europe . seat would larger , like arm chair . 2+2 configuration . would nice centre table . charge port phones/laptops . headset . tv screen mainly news - movie flight 2 hour . extra 6 '' leg room behind row `` 1 '' . nice cutlery glass/china ware . hot meal . 'd probably sell £25 flight . `` build value guy '' profit follow . oldest dictum book . give credit credit due . way back , ground , captain announced possible technical problem starboard aileron . aviation buff loseley understood problem figured really big deal . clearly passenger worried duff plane . picked took initiative take relaxed walk , length plane , asking anyone concern question . one two answered concern calm thoughtful way explained taking precautionary measure . nice chap . took 2 hour later fixed everything fine . fa direction good . `` ; ;",1,Positive
1007,`` edinburgh boston via london . plane ancient need replaced . car would antique plate . seat uncomfortable worn . lumbar support . space seatback front face inch . 's really claustrophobic . food awful last evening offered choice . $ 1200 horrible seat terrible food . short connecting flight even offer bottled water . & menu expensive offer limited choice . meal deal airport convenience drug store offer much better option le half price . plane long leg trip last week filthy . cabin crew bos lhr lhr edi good . one member lhr bos snippy passenger seemed put needing job . boarding supposed group disaster people queued well section called made extremely difficult get board . british airway become like budget airline charge budget pricing . `` ; ;,-1,Negative
1008,"`` gatwick mauritius . wife 2 friend booked paid £56 select seat additional legroom adjacent bassinet stowage . boarding flight configuration aircraft differed , meaning seat row number without additional legroom . formal complaint ba met described condescending platitude blank refusal refund seat booking fee . feel scam continuing pursue matter . trading standard also informed . n't help aircraft delayed 4 hour outward leg , filthy dirty . return flight numerous ife defect seat recline work . also noted number cabin minor airworthiness issue , ( licensed engineer ) . marketing email celebration 100 year service thanked flying hundred thousand mile ba rip nothing return . british airway disgrace , get act together provide service famed . `` ; ;",-1,Negative
1009,"`` flew heathrow 22nd feb new york , 20 min flight noticed tv 's n't working ( 4 traveller ) say cabin crew managed reset working within hour . reason reviewing wonderful crew . crew flight amazing , nothing much trouble . thank involved flight . `` ; ;",1,Positive
1010,`` horrible flight ba gatwick cape town iberia return . 5 ' 2 '' 8st 10 find leg room cramp . onboard flight entertainment system ba flight time . probably last 2 hour flight managed fix system old fashioned movie streamed loop . food barely edible . coming back iberia entertainment system better food also better seat legroom bad . almost bumped connecting flight mad due locker filled . another connection make lhr going miss insist let though load passenger led . worst flight flown . last long haul ba flight . `` ; ;,-1,Negative
1011,"`` new york venice via london . staff nice around aircraft , food , assistance information deplorable . booked business class . first flight , overnight jfk heathrow - quick , mediocre food service gone . chair set 'm staring stranger , 's uncomfortable difficult maneuver instruction . n't wake breakfast , sure fill form wanted woken . instruction transition ba flight . 'm flight heathrow venice , offer coffee , water worse , business class coach class , extra leg room , 3 seat middle one blocked . person front put seat back knee chest . n't pay international business class get stuck uncomfortable seat 2 long flight . wo n't fly ba . `` ; ;",-1,Negative
1012,"`` chicago london heathrow . club class british airway without doubt worst airline industry . bad enough ba persist using date airplane , circa 25 year old b747-400 's , perpetuate dreadful ying/yang seating arrangement club class , look directly passenger next , raise screen privacy . , mid-flight crew lower screen serve food . leave seat , one climb leg sleeping passenger ; ~no mean feat dark . crew chicago appalling , dumped food upon u quickly possible . breakfast inedible , returned uneaten . lounge o'hare crowded , tiny , dirty facility , food bar including wilted vegetable cracker cheese . insufficient chair , single , old tv . one ba care bad become premium class passenger . `` ; ;",-1,Negative
1013,"`` london chicago . could get worse ? flight chicago equipped usual ancient boeing 747-400. british airway first class product n't come modern business class standard . particular flight late , food / wine simply awful . nothing remotely elegant ba first class , crew demonstrate sophistication . experience like dining worst restaurant chain . finally , aircraft tired worn , flight so-called entertainment system work , rebooted twice . first class seat bad joke , extraordinarily uncomfortable . british airway least twenty year date entire first class product . said airline woeful . concorde first class lounge heathrow filthy dirty , desperately need refurbishment . `` ; ;",-1,Negative
1014,"`` prague london heathrow . disappointing service . cabin crew managed offer drink half cabin , two hour flight already delayed - payment machine broken , staff ran backwards forward nothing seemed available trolley . bright said , save pay inflated price . `` ; ;",-1,Negative
1015,"`` london city florence . flight around 7am morning . got canceled 3 hour moment phone line open call manage rebooking . site option reschedule flight could n't select flight day . interestingly able find & book another one skyscanner ba day initial flight £100 , course . could n't simple show flight reschedule page ? `` ; ;",-1,Negative
1016,"`` london johannesburg . since aircraft half full , looking great flight . left time , positive point . started watching movie , young flight attendant approached asked dinner choice . told would love g & start , read menu . told late evening departure ( 9pm late ) pre-dinner drink would served . insisted ( business class , half full flight ) . 30 minute later , brought tray everything ( g & , first dish , main dish , dessert ) . never offered wine coffee . light turned , see flight attendant 1:30 hour landing . passenger business treated complained . `` ; ;",-1,Negative
1017,"`` doha london heathrow . flight time , completely full , aisle seat near back plane without entertainment box way . review say last window blanked rear aircraft plane . breakfast served ok. cabin crew mixed , mostly young worked quickly . crew uniform still look bit tatty compared rival part world . good bad still ba - bad called chicken wrap served arrival - leathery inedible - let poor offering - hardly passenger near could eat . bad old tissue food wrapper seat pocket . good newer aircraft breakfast improved . arrived time heathrow remote stand . `` ; ;",-1,Negative
1018,"`` miami tel aviv via london . miami airport october 2018 pleasure dealing agent , professional , nice helpful every last detail . february 2019 calling british airway redeem avios another pleasure dealing patient , knowledgeable nice agent . explained everything detail . great fantastic employee . `` ; ;",1,Positive
1019,"`` london seoul . normally fly business last minute flight cost club prohibitive thought would give world traveller plus go . cabin stylish intimate surprised roomy comfortable seat . entertainment system working well ( although advert every single showing annoying ) . happy headphone small amenity kit felt staff welcoming . complaint slightly pointless menu given lunch neither meal listed actually available . similar thing happened breakfast , three option , third appetizing , , n't loaded , area ba might want look . service good worth price . ground service ba , please least keep couple desk people check automation put u work . `` ; ;",1,Positive
1020,"`` london heathrow new york jfk . bag drop go well . lounge ( gallery north ) good crowded . boarding fine , small delay , well organised . pre take drink better one got club world 2 week previous . main meal good , pre flight snack average son really liked . time arrival , good flight . cabin crew included older staff mixed fleet crew stand mile . thought good flight . `` ; ;",1,Positive
1021,"`` san diego london . moment boarded flight ( due take 19.25 ) , crew one interest one - get cabin light , duly achieved two hour later . consequence , service negligent extreme . club world ticket - expensive looked forward decent level service . however , n't offered champagne boarding , wine meal coffee port meal . complained ba got home n't interested met barrage corporate platitude . flight disappointing end great trip u & mexico left poor view airline . `` ; ;",-1,Negative
1022,"`` gatwick st lucia . flew ba new revamped business class today huge improvement old set . well lit cabin , improved seating comfort , better operational entertainment system ( always hit miss ) decent food . cabin crew worked hard pleasant . observed along everyone else falling standard ba moved travel rival airline basis today 's experience consider future . much improved , well done . `` ; ;",1,Positive
1023,`` london chennai . amazing . crew friendly . food amazing seat comfortable . overall amazing flight enjoyed thoroughly . `` ; ;,1,Positive
1024,"`` london tampa . ba broke suitcase make fuss , got new one . new one large overhead bin return flight ( suitcase could purchase abroad ) . top new suitcase , actually pay ba check new bag . cost $ 100 mistake . also shovel customer service company abroad . get email month later saying `` 'd like know unable offer refund '' . make big fuss airport break stuff avoid black hole call customer service . `` ; ;",-1,Negative
1025,"`` husband flew british airway flight ba-228 baltimore london heathrow leaving 12th february 2019. every aspect flight poorer budget airline offer . plane shabby dated . seat reclining facility operate properly , comfortable , le legroom equivalent budget airline . touch screen tv monitor working properly . one ear bud headphone work . audio socket loose headphone plug kept falling making difficult enjoy in-flight entertainment ( dated choice ) . pillow disgusting kept falling flimsy cover . air conditioning lacked consistency alternating hot cold air . restroom occupied sign always lit vacant even occupied . however made flight unpleasant bad attitude cabin crew . abrupt , unfriendly quite clearly want . one exception , extremely pleasant older crew member greeted u flight . appear organisation smooth co-ordination distributing meal . two tray food placed top practically thrown u sour faced crew member . flight one hour late making u nervous catching connecting flight . information instruction given u connecting flight gate number landed . unlike airline travelled staff member greeting connecting customer point right direction re-assure . british airway would last choice airline travel would fly option . `` ; ;",-1,Negative
1026,"`` bridgetown gatwick . could n't imagine first class ba would travelling business class example qatar , emirate , etihad , singapore , thai etc double price . cabin , seat food equal business class . one red wine wine list start left london outbound . cabin crew worked well gave splendid service . first class ba worth fare . complained customer service got home , got process upgrading world traveller . `` ; ;",-1,Negative
1027,"`` london athens . classic ba love hate relationship one flight perfect another one total disaster . problem december 2018 heathrow check-in ba check-in baggage management system went least 90 minute . total chaos people like arrived airport 2:30 hour flight queuing others arriving 45 minute prior departure given priority . even though checked point , flight delayed 2+ hour top problem . flight enough food onboard . least crew clearly attempted reduce flight time minimum . `` ; ;",-1,Negative
1028,"`` booked british airway flight amsterdam london heathrow . beginning everything went normal smooth . check-in boarding easy time everyone boarded problem started one another . first announcement made pilot flight delay due strong wind heathrow ( fair enough ) . afterwards wind problem resolved passenger decided leave take luggage . received 3rd announcement stating computer malfunction schiphol airport best resolve . caused u already 45-60 min delay passenger still remained calm relaxed hell started . received permission take 7 min pilot offered passenger wish travel leave plane . course many passenger travelling business guess delayed make time meeting decided leave . crew warned might cause terrible delay problem passenger still decided leave . group passenger left missed opportunity take . pilot announced take 2,5 3 hour . flight full overseas traveller . spent 2 hour sitting plane moving anywhere , people unboarded plane 4 time total food water offered u . line next bathroom purchase food drink pay . overall experience terrible ruined whole plan first day london . `` ; ;",-1,Negative
1029,"`` flying premium economy british airway new orleans london absolute pleasure . nine hour flight amazing experience , great legroom , reclining seat nice sleep low noise . definitely recommend flying premium long haul . `` ; ;",1,Positive
1030,"`` tokyo london . looking forward flight club world ticket first time flying boeing 787. good check-in experience , breezed airport enjoyed jal lounge narita . boarded time first impression boeing 787 good : modern plane nice mood lighting boarded . food wine really good . beautifully-presented japanese starter followed bento-style lunch final reminder holiday wife chose western option . plenty choice ife big screen . downside , cabin hot made difficult sleep flight . problem encountered outbound journey . seat comfortable reclined fully find layout ba club world little awkward step another passenger 's footrest access aisle . cabin crew efficient seemed bit exhausted could friendly welcoming . context review spoiled flew first class way tokyo . amazing experience comfortable seat exemplary service cabin crew . felt bit disappointed return flight comparison felt room improvement , time expectation might high previous flight . `` ; ;",1,Positive
1031,`` london tokyo haneda . wife treated first class flight holiday japan help avios ba amex companion voucher . excited flying first class dedicated check-in area heathrow great . boarded time cabin disappoint . grand seat lovely surroundings . cabin staff looked u fantastic really took time get know u understand wanted . food alcoholic drink great . went beef main course followed amazing chocolate toffee pudding . ready sleep food saw lot choice large screen ife . wife said afterwards n't feel like long-haul flight time passed quickly comfortably . complaint cabin uncomfortably hot cruising made harder sleep . `` ; ;,1,Positive
1032,"`` flying london billund today via british airway bit hesitant 've never flown airline , due early morning traffic running little behind schedule 23kg bag also check check closed 45 min flight departs . upon arrival greeted young gentleman helpful respectful . calmed reassured everything going okay , stressed thinking going miss flight . offered give fast track security could get gate quicker . want thank made experience british airway like 'm grateful . `` ; ;",1,Positive
1033,"`` san diego frankfurt via london . started trying check online 24h departure san diego heathrow . long flight like always reserve aisle seat . online check-in work , reason given . ok , let 's call u hotline . tried least 40 time . answer either , call could completed , check number due heavy call volume could process call right . make . act desperation today called british number . lady told guess : aisle seat available . number tried available weekday , good know need help sunday . ‘ got strong feeling , even care customer . b flight san diego 5 day ago , tv screen gone way change seat . great overall experience . `` ; ;",1,Positive
1034,`` flown british airway numerous occasion issue . however occasion baggage lost arrival gatwick . british airway representative baggage claim however phone allowed call baggage department . reclaiming lost baggage simple bag put next flight singapore received following day . `` ; ;,-1,Negative
1035,"`` flying last sunday geneva piladelphia via london business class . arrived boarding gate london take flight philadelphia told sufficient business seat available ! overbooked ! choice either fly ecenomy take next flight ! care customer . phone call , email , indication lounge nothing boarding gate . kindly accepted take next flight . plane delayed 1 hour due technical issue . arrived philadelphia , suitcase ! british airway desk arrival , late one could help . finally retrieve suitcase 3 day later : broken ! 3 day , impossible get someone phone . flight back geneva , issue ! sufficient business class seat available . clear company n't care customer , care money ! `` ; ;",-1,Negative
1036,`` london heathrow paris cdg . quick easy flight paris . took 40 minute reach cdg . everything went well cabin clean . complaint boarding way long unorganized . `` ; ;,1,Positive
1037,"`` johannesburg london . johannesburg used ba gallery lounge fine little busy . plane boarded time , hot due lack auxiliary power unit , given aircraft jnb day , perhaps could addressed . take crew dispensed pre dinner drink went straight meal . portion starter small , given someone else 's mistake taken away given . thought originally idea new club world meal involved trolley service sign . main good ( beef ) , dessert cheese , small basic selection . bed , gap seat made lie flat le comfortable . breakfast ok. delay baggage due another aircraft technical issue ( seemed ) . arrival lounge good . overall average experience . `` ; ;",-1,Negative
1038,"`` edinburgh bangalore via heathrow . rude staff , poor service , missing baggage , poor entertainment system . spilled drink attitude staff brutal . apologised clumsiness , made feel like deliberately done shameful act public staff would want anything . asked tissue answer , get toilet . staff even courtesy ask needed another drink cleaned . crew also extremely noisy . chatting laughing loudly pantry place entire duration . - boarding edinburgh , offered check second bag free cabin full . staff wrote bangalore via heathrow , bag loaded connecting flight . 4 hour gap mind . `` ; ;",-1,Negative
1039,"`` berlin johannesburg via london . short haul flight berlin london okay , n't include drink snack anymore short distance flight price onboard compared low-cost carrier high . engine problem , flight lhr jnb delayed 2:45h . british airway gave £5 voucher compensate snack drink . inside a380 , ife box window seat take big part available leg space . `` ; ;",-1,Negative
1040,`` new york jfk london heathrow british airway . extremely average flight . nothing stood good nothing stood bad . flight smooth felt quite short . cabin crew helpful everything comfortable . inflight entertainment needed work . `` ; ;,1,Positive
1041,"`` 've always favoured british airway always try choose fly , mostly decided flight time business travel . always found better value cheaper airline via additonal benefit like early check-in on-flight catering , economy . however ba stripped perk . struggle see value , put offering almost beside like easyjet , yet pay almost double . today flew back denmark sa , amazing made ba look cheap . get good meal board , get free drink , charge electronics get wifi ( 2.9 euro ! ) . outstanding . `` ; ;",1,Positive
1042,"`` new york london via geneva british airway . plane late , issue . flight attendant really friendly manner , seemed rush finish service chill loudly . 7 hour flight , served u food 40mins departure , 20mins started clearing , even close finish eating . 5 min another staff member came took food didnt even time tell . really poor service . especially realise aircraft half booked , actually rushing u able stop serving take nap comfortably raw empty seat next u . thats call bad customer service ! p : charged 100 $ luggage , buying ticket 350 $ '' ; ;",-1,Negative
1043,"`` a380 boarding always nightmare , complicated occasion multiple pax wheelchair delayed show-up pilot . fortunately , still managed take le time . cabin crew responsible side first cabin personable lacked experience . food served dinner mixture good mediocre . warm salmon ice cold salad never pleasant experience . seat first reasonably comfortable although lack privacy competitor ' premium cabin . duvet made redundant typically overheated cabin . one first toilet action make use club world loo upstairs . would helpful cabin crew apologised inconvenience lack convenience , comment made . ife passable sound quality good one 's noise cancelling headphone used . wifi available n't make use . breakfast unremarkable wish bread rather pastry offered . deplaning delayed half-an-hour early morning congestion t5 lack stand . overall , reasonable flight first class . `` ; ;",-1,Negative
1044,"`` 2-3-2 seating front section club world upper deck feel marginally le cramped 2-4-2 , 's showing age contrast carrier . full cabin also mean queue two loo , although 're lot spacious first . drink dinner service took good couple hour , revamped club world food definitely improvement . fish option main course best food 've air . white company bedding little cushion rather hard seat . cabin crew generally good csm particularly visible flight . breakfast improved option pre-select item . arrival ahead schedule . `` ; ;",1,Positive
1045,"`` london johannesburg . smooth check via club world desk . fast track security fast got lounge quickly . lounge ok , food little better staff seemed attentive . able use spa nice . shower fine queue . flight left time . first experience new club world catering seemed go well slept 5 hour , lie flat newer aircraft better older 777 's ( son say ) gap stool seat sometimes . crew sector good fa serving area experienced showed . csd seemed go motion . arrival fine baggage first belt . good flight '' ; ;",1,Positive
1046,"`` ba836 19 jan. excellent short flight heathrow dublin club europe . cabin crew warm efficient overall service excellent . club europe catering excellent , pre-ordered gluten-free meal one standard passenger meal gluten-free bread . main course beef ratatouille & co dessert pot . best inflight meal 've short haul flight . arrival dublin ground service swissport poor , took time step meet aircraft even longer ( 25 minute ) ground staff open door allow arriving passenger terminal . `` ; ;",1,Positive
1047,"`` whatever happened world 's favourite airline ? returning bermuda gatwick presented worn-out boeing 777. seat table broken bit seat plastic hanging . try balance seat tray knee dinner tray could kept flat , n't work , tray ended floor drink food . reported steward clearly upset complaint told ' 'll put book ' . apology , attempt explain , irritation . food awful , neither wife could finish . also seemed incomplete cheese biscuit , nothing go salad . wife 's entertainment screen , n't work , passenger next screen n't work mine worked intermittently . look liked something arc grid allowing touch sensitivity clearly visible . believe 777s gatwick updated , ca n't come moment soon . purchased premium economy ticket flight , n't get premium service . initially going buy business ticket price ridiculous 'm glad n't . frustration ba grows every year , fly . `` ; ;",-1,Negative
1048,`` kuala lumpur miami via london business class british airway . business class seat small business class pretty old . flight entertainment system outdated . sure selection could better crew selection . food choice limited mine par business class . overall ba better top game . plane changed . `` ; ;,1,Positive
1049,"`` zurich heathrow . last year started boarding flight group . week two free beverage snack service disappeared , final nail coffin pay choose seating . decided ba anymore . moved away ba , issue maintain frequent flyer status two three separate airline . last flight took ba use avios point literally flew free , never use ba . `` ; ;",-1,Negative
1050,`` miami london . breakfast served landing terrible . terrible croissant cream cheese onion breakfast fruit bar . wrapped cellophane . hardly anyone ate waste . `` ; ;,-1,Negative
1051,"`` copenhagen amsterdam via london heathrow british airway . problem check lot people run make flight . attitude welcoming hospitality crew made forget enjoyed flight . seat nice comfortable aircraft fresh . second flight lhr am , expectation first flight fulfilled captain knew passenger frequent flier made joke frequent flier would understand . like taxi polderban almost long flight . `` ; ;",1,Positive
1052,"`` antigua gatwick . apparently necessary pay extra get decent seat priority booking despite paid full cost world traveler plus . checked soon online check available find 4 seat ( 4 u ) remained unbooked . take 2 seat front row seat seat storage narrow economy seat , 2 back row constantly bothered adjacent toilet . 1 loo side economy economy plus meant always queue people leaning u . cabin pressure uncomfortably low , overnight temperature stifling hot people got sleep . breakfast hard cold half sandwich hurried cup tea coffee . impossible get drink refreshment service round . tatty seat cover , broken foot rest , malfunctioning entertainment , broken table requiring u hold food drink knee . asked help stewardess told u n't screw driver fix thing old plane lot type issue . `` ; ;",-1,Negative
1053,"`` understand completely air rage sky company boac go way make travel experience stressful unpleasant humanly possible . paid $ 813 fly r/t lax-buh yet want extra $ 150 desirable seat . understand check-in 24 hour departure receive seat available , assign worst seat available better ? case , assigned middle seat 787 adjacent aisle seat available assign . baffling . ground crew inflight staff excellent little oppressive business decision executive make - everything come make every penny . flying boac ? owed £25 last flight b/c inflight entertainment system inop 1/2 cabin sit dark nothing twelve-hour flight . top , seat little padding cushion plumpest sit seat longer 15 '' . normal-sized adult , agonising rack must 've . course get compensation patronising . know : ever free ticket boac overpriced . `` ; ;",-1,Negative
1054,"`` london miami . worst long haul business class . annoying divider , ridiculous fold footstool worn seat ! service non-existent , unless serving meal . want snack drink get seat hunt cabin member , n't ask need anything meal . toilet dirty basic . 'm gold member giving fly updated airline . 've crammed many business class seat possible expense comfort 's like 're cheap . `` ; ;",-1,Negative
1055,"`` used avios point upgrade economy premium economy . get wider seat inch leg room . boarding straight forward premium cabin plenty overhead locker space , water juice served takeoff champagne . staff well turned rushed , premium cabin served economy cabin crew . hot meal served hour take , good piece beef stewed vegetable , chocolate mousse biscuit & cheese . quality red white wine served . inflight movie selection ok. light snack biscuit crisp served landing along coffee & tea . getting plane slowed immigration staff coming onto plane inspect passport . best flight . `` ; ;",-1,Negative
1056,"`` boarding fairly quick , well turned staff quickly got people board bag stored . lucky one sitting next , room . pre take drink water orange juice . within hour take hot meal beef - salad served good dessert . wine selection american jug wine . movie selection ok. pe seat comfortable economy , extra 4 inch width make huge difference . 2nd meal flight snack crisp cooky . `` ; ;",1,Positive
1057,"`` bangalore london . ground experience great - lhr automated bag drop n't work n't clear ; slow-to-react assistance eventually came identified travel visa india needed validated . blr , online check-in available slow process . plane decor extremely run shabby , various piece interior trim ( bulkhead etc ) rattling latch bassinet shelf locking . row 12 bulkhead seat legroom excellent , however come hassle able leave anything floor takeoff landing ; stowage rack never big enough hold blanket pillow provided . seat could width ( kept bumping vod control 'm quite slim ) , recline limited footrest could extend . usb power seat seems crazy day age . vod atrocious ; tiny screen ( folding armrest bulkhead seat ) , low resolution , visible gridlines little choice ( hardly latest movie ) . top , outbound leg vod stopped working altogether resisted many reset . customer service form handed await outcome . food volume ok , quality poor ( scrambled egg breakfast smelled terrible ! ) , plenty drink outbound leg inbound , cabin staff seemed indifferent inbound leg . insufficient lavatory premium economy economy . `` ; ;",-1,Negative
1058,"`` barcelona new york via london . barcelona four day one small bag asked check . flight barcelona london delayed causing passenger miss connection . finally got flight , taxied hour told needed return gate luggage loaded incorrectly . took nearly 24 hour travel barcelona jfk . arrived , luggage n't filed claim . called emailed every day could n't find even though tag number documentation . eight day later , finally contacted gave six hour window bag delivery . final insult expected file claim missing personal property within seven day . result , offered compensation damage . `` ; ;",-1,Negative
1059,"`` gatwick fort lauderdale . charging choose seat , even within 24h prior take , outrageous . someone decides carry hand luggage one choose seat without paying extra charge ? `` ; ;",-1,Negative
